title,cast,crew
Session 9,"[{'cast_id': 15, 'character': 'Gordon', 'credit_id': '52fe43da9251416c75020b47', 'gender': 2, 'id': 3064, 'name': 'Peter Mullan', 'order': 0}, {'cast_id': 1, 'character': 'Phil', 'credit_id': '52fe43da9251416c75020afb', 'gender': 2, 'id': 16560, 'name': 'David Caruso', 'order': 1}, {'cast_id': 2, 'character': 'Mike', 'credit_id': '52fe43da9251416c75020aff', 'gender': 2, 'id': 46395, 'name': 'Stephen Gevedon', 'order': 2}]","[{'credit_id': '52fe43da9251416c75020b2b', 'department': 'Production', 'gender': 2, 'id': 3727, 'job': 'Executive Producer', 'name': 'John Sloss'}, {'credit_id': '536f492ac3a368121800dede', 'department': 'Production', 'gender': 1, 'id': 7494, 'job': 'Casting', 'name': 'Sheila Jaffe'}, {'credit_id': '536f493dc3a368121800dee5', 'department': 'Production', 'gender': 1, 'id': 7495, 'job': 'Casting', 'name': 'Georgianne Walken'}]"
I Want Someone to Eat Cheese With,"[{'cast_id': 6, 'character': 'James Aaron', 'credit_id': '52fe45359251416c7504f3bf', 'gender': 2, 'id': 60074, 'name': 'Jeff Garlin', 'order': 0}, {'cast_id': 7, 'character': 'Beth', 'credit_id': '52fe45359251416c7504f3c3', 'gender': 1, 'id': 7404, 'name': 'Sarah Silverman', 'order': 1}, {'cast_id': 8, 'character': 'Stella Lewis', 'credit_id': '52fe45359251416c7504f3c7', 'gender': 1, 'id': 5149, 'name': 'Bonnie Hunt', 'order': 2}]","[{'credit_id': '52fe45359251416c7504f3b5', 'department': 'Directing', 'gender': 2, 'id': 60074, 'job': 'Director', 'name': 'Jeff Garlin'}, {'credit_id': '52fe45359251416c7504f3bb', 'department': 'Writing', 'gender': 2, 'id': 60074, 'job': 'Writer', 'name': 'Jeff Garlin'}]"
Mooz-lum,"[{'cast_id': 1, 'character': 'Safiyah', 'credit_id': '52fe4725c3a368484e0b75c9', 'gender': 1, 'id': 9781, 'name': 'Nia Long', 'order': 0}, {'cast_id': 2, 'character': 'Dean Francis', 'credit_id': '52fe4725c3a368484e0b75cd', 'gender': 2, 'id': 2047, 'name': 'Danny Glover', 'order': 1}, {'cast_id': 3, 'character': 'Tariq', 'credit_id': '52fe4725c3a368484e0b75d1', 'gender': 2, 'id': 94103, 'name': 'Evan Ross', 'order': 2}]","[{'credit_id': '52fe4725c3a368484e0b75db', 'department': 'Directing', 'gender': 0, 'id': 550858, 'job': 'Director', 'name': 'Qasim Basir'}]"
Hatchet,"[{'cast_id': 11, 'character': 'Ben', 'credit_id': '52fe449f9251416c7503b403', 'gender': 2, 'id': 59231, 'name': 'Joel David Moore', 'order': 0}, {'cast_id': 12, 'character': 'Marybeth', 'credit_id': '52fe449f9251416c7503b407', 'gender': 1, 'id': 70899, 'name': 'Tamara Feldman', 'order': 1}, {'cast_id': 13, 'character': 'Marcus', 'credit_id': '52fe449f9251416c7503b40b', 'gender': 2, 'id': 35596, 'name': 'Deon Richmond', 'order': 2}]","[{'credit_id': '52fe449f9251416c7503b3ff', 'department': 'Editing', 'gender': 2, 'id': 56989, 'job': 'Editor', 'name': 'Christopher Roth'}, {'credit_id': '52fe449f9251416c7503b3cf', 'department': 'Directing', 'gender': 2, 'id': 70890, 'job': 'Director', 'name': 'Adam Green'}, {'credit_id': '52fe449f9251416c7503b415', 'department': 'Writing', 'gender': 2, 'id': 70890, 'job': 'Screenplay', 'name': 'Adam Green'}]"
Modern Times,"[{'cast_id': 8, 'character': 'A factory worker', 'credit_id': '52fe4383c3a36847f8059ee9', 'gender': 2, 'id': 13848, 'name': 'Charlie Chaplin', 'order': 0}, {'cast_id': 9, 'character': 'A gamin', 'credit_id': '52fe4383c3a36847f8059eed', 'gender': 1, 'id': 14027, 'name': 'Paulette Goddard', 'order': 1}, {'cast_id': 10, 'character': 'Cafe proprietor', 'credit_id': '52fe4383c3a36847f8059ef1', 'gender': 2, 'id': 14438, 'name': 'Henry Bergman', 'order': 2}]","[{'credit_id': '5621aeadc3a3680e1d00a09a', 'department': 'Art', 'gender': 2, 'id': 3945, 'job': 'Production Design', 'name': 'Charles D. Hall'}, {'credit_id': '5621aed5c3a3680e1d00a0a3', 'department': 'Art', 'gender': 2, 'id': 3945, 'job': 'Settings', 'name': 'Charles D. Hall'}, {'credit_id': '572656d7c3a3681c26003e87', 'department': 'Sound', 'gender': 2, 'id': 8503, 'job': 'Music Director', 'name': 'Alfred Newman'}]"
Stolen Summer,"[{'cast_id': 3, 'character': ""Joe O'Malley"", 'credit_id': '52fe47249251416c9106b627', 'gender': 2, 'id': 18992, 'name': 'Aidan Quinn', 'order': 0}, {'cast_id': 4, 'character': ""Margaret O'Malley"", 'credit_id': '52fe47249251416c9106b62b', 'gender': 1, 'id': 5149, 'name': 'Bonnie Hunt', 'order': 1}, {'cast_id': 5, 'character': 'Rabbi Jacobsen', 'credit_id': '52fe47249251416c9106b62f', 'gender': 2, 'id': 7166, 'name': 'Kevin Pollak', 'order': 2}]","[{'credit_id': '52fe47249251416c9106b639', 'department': 'Production', 'gender': 2, 'id': 880, 'job': 'Producer', 'name': 'Ben Affleck'}, {'credit_id': '52fe47249251416c9106b63f', 'department': 'Production', 'gender': 2, 'id': 1892, 'job': 'Producer', 'name': 'Matt Damon'}, {'credit_id': '52fe47249251416c9106b645', 'department': 'Production', 'gender': 2, 'id': 6627, 'job': 'Producer', 'name': 'Chris Moore'}]"
My Name Is Bruce,"[{'cast_id': 2, 'character': 'Bruce Campbell', 'credit_id': '52fe4326c3a36847f803e1c3', 'gender': 2, 'id': 11357, 'name': 'Bruce Campbell', 'order': 0}, {'cast_id': 10, 'character': 'Kelly Graham', 'credit_id': '52fe4326c3a36847f803e1e7', 'gender': 0, 'id': 112543, 'name': 'Grace Thorsen', 'order': 1}, {'cast_id': 7, 'character': 'Wing', 'credit_id': '52fe4326c3a36847f803e1d9', 'gender': 2, 'id': 11769, 'name': 'Ted Raimi', 'order': 2}]","[{'credit_id': '52fe4326c3a36847f803e1bf', 'department': 'Directing', 'gender': 2, 'id': 11357, 'job': 'Director', 'name': 'Bruce Campbell'}, {'credit_id': '52fe4326c3a36847f803e1e3', 'department': 'Production', 'gender': 2, 'id': 11357, 'job': 'Producer', 'name': 'Bruce Campbell'}, {'credit_id': '52fe4326c3a36847f803e1c9', 'department': 'Writing', 'gender': 2, 'id': 20249, 'job': 'Screenplay', 'name': 'Mark Verheiden'}]"
The Salon,"[{'cast_id': 2, 'character': 'Ricky', 'credit_id': '52fe4805c3a36847f8154749', 'gender': 2, 'id': 103944, 'name': 'Dondre Whitfield', 'order': 1}, {'cast_id': 3, 'character': 'Lashaunna', 'credit_id': '52fe4805c3a36847f815474d', 'gender': 1, 'id': 80597, 'name': 'Kym Whitley', 'order': 2}, {'cast_id': 4, 'character': 'Brenda', 'credit_id': '52fe4805c3a36847f8154751', 'gender': 1, 'id': 32646, 'name': 'Monica Calhoun', 'order': 3}]","[{'credit_id': '52fe4805c3a36847f815475f', 'department': 'Directing', 'gender': 2, 'id': 66116, 'job': 'Director', 'name': 'Mark Brown'}]"
Road Hard,"[{'cast_id': 11, 'character': 'Bruce Madsen', 'credit_id': '540e27b9c3a36879a8005ede', 'gender': 0, 'id': 76245, 'name': 'Adam Carolla', 'order': 0}, {'cast_id': 6, 'character': 'Sarah', 'credit_id': '540e2740c3a36879a5005e00', 'gender': 1, 'id': 150954, 'name': 'Diane Farr', 'order': 1}, {'cast_id': 10, 'character': 'Baby Doll', 'credit_id': '540e279ec3a36879a2006589', 'gender': 2, 'id': 1211, 'name': 'Larry Miller', 'order': 2}]","[{'credit_id': '540e26b6c3a368799c0061f5', 'department': 'Directing', 'gender': 0, 'id': 76245, 'job': 'Director', 'name': 'Adam Carolla'}, {'credit_id': '540e26dac3a36879a5005df7', 'department': 'Writing', 'gender': 0, 'id': 76245, 'job': 'Writer', 'name': 'Adam Carolla'}, {'credit_id': '5505fdf892514174b600300c', 'department': 'Production', 'gender': 0, 'id': 76245, 'job': 'Producer', 'name': 'Adam Carolla'}]"
Forty Shades of Blue,"[{'cast_id': 1, 'character': 'Laura', 'credit_id': '52fe43fb9251416c910011df', 'gender': 1, 'id': 105668, 'name': 'Dina Korzun', 'order': 0}, {'cast_id': 2, 'character': 'Alan James', 'credit_id': '52fe43fb9251416c910011e3', 'gender': 2, 'id': 9626, 'name': 'Rip Torn', 'order': 1}, {'cast_id': 6, 'character': 'Michael James (as Darren Burrows)', 'credit_id': '52fe43fb9251416c910011f9', 'gender': 2, 'id': 16428, 'name': 'Darren E. Burrows', 'order': 2}]","[{'credit_id': '5561c8e99251410c0100012e', 'department': 'Production', 'gender': 1, 'id': 2952, 'job': 'Casting', 'name': 'Avy Kaufman'}, {'credit_id': '52fe43fb9251416c910011e9', 'department': 'Directing', 'gender': 2, 'id': 53708, 'job': 'Director', 'name': 'Ira Sachs'}, {'credit_id': '5561c8d29251414a5f000ce4', 'department': 'Production', 'gender': 2, 'id': 53708, 'job': 'Producer', 'name': 'Ira Sachs'}]"
Amigo,"[{'cast_id': 3, 'character': 'Col. Hardacre', 'credit_id': '52fe4884c3a368484e0fcda3', 'gender': 2, 'id': 2955, 'name': 'Chris Cooper', 'order': 0}, {'cast_id': 4, 'character': 'Zeke', 'credit_id': '52fe4884c3a368484e0fcda7', 'gender': 2, 'id': 132078, 'name': 'DJ Qualls', 'order': 1}, {'cast_id': 5, 'character': 'Lt. Compton', 'credit_id': '52fe4884c3a368484e0fcdab', 'gender': 0, 'id': 39520, 'name': 'Garret Dillahunt', 'order': 2}]","[{'credit_id': '52fe4884c3a368484e0fcd99', 'department': 'Directing', 'gender': 2, 'id': 102445, 'job': 'Director', 'name': 'John Sayles'}, {'credit_id': '52fe4884c3a368484e0fcd9f', 'department': 'Writing', 'gender': 2, 'id': 102445, 'job': 'Writer', 'name': 'John Sayles'}]"
Pontypool,"[{'cast_id': 1, 'character': 'Grant Mazzy', 'credit_id': '52fe447ac3a368484e0254b5', 'gender': 2, 'id': 230, 'name': 'Stephen McHattie', 'order': 0}, {'cast_id': 2, 'character': 'Sydney Briar', 'credit_id': '52fe447ac3a368484e0254b9', 'gender': 1, 'id': 90682, 'name': 'Lisa Houle', 'order': 1}, {'cast_id': 3, 'character': 'Laurel-Ann Drummond', 'credit_id': '52fe447ac3a368484e0254bd', 'gender': 1, 'id': 90683, 'name': 'Georgina Reilly', 'order': 2}]","[{'credit_id': '52fe447ac3a368484e0254e1', 'department': 'Production', 'gender': 2, 'id': 44138, 'job': 'Executive Producer', 'name': 'J. Miles Dale'}, {'credit_id': '52fe447ac3a368484e025507', 'department': 'Sound', 'gender': 2, 'id': 52339, 'job': 'Original Music Composer', 'name': 'Claude Foisy'}, {'credit_id': '52fe447ac3a368484e0254c3', 'department': 'Directing', 'gender': 2, 'id': 55189, 'job': 'Director', 'name': 'Bruce McDonald'}]"
Trucker,"[{'cast_id': 3, 'character': 'Diane Ford', 'credit_id': '52fe45ddc3a368484e073457', 'gender': 1, 'id': 11705, 'name': 'Michelle Monaghan', 'order': 0}, {'cast_id': 4, 'character': 'Runner', 'credit_id': '52fe45ddc3a368484e07345b', 'gender': 2, 'id': 51797, 'name': 'Nathan Fillion', 'order': 1}, {'cast_id': 5, 'character': 'Jenny Bell', 'credit_id': '52fe45ddc3a368484e07345f', 'gender': 1, 'id': 16484, 'name': 'Joey Lauren Adams', 'order': 2}]","[{'credit_id': '52fe45ddc3a368484e073453', 'department': 'Directing', 'gender': 0, 'id': 105313, 'job': 'Director', 'name': 'James Mottern'}, {'credit_id': '52fe45ddc3a368484e073481', 'department': 'Writing', 'gender': 0, 'id': 105313, 'job': 'Writer', 'name': 'James Mottern'}, {'credit_id': '56ec97e2c3a3682265003a93', 'department': 'Lighting', 'gender': 0, 'id': 1539172, 'job': 'Lighting Technician', 'name': 'Luke Kalteux'}]"
Me You and Five Bucks,[],[]
The Lords of Salem,"[{'cast_id': 4, 'character': 'Heidi Hawthrone', 'credit_id': '52fe4a3bc3a36847f81c2a17', 'gender': 1, 'id': 21319, 'name': 'Sheri Moon Zombie', 'order': 0}, {'cast_id': 19, 'character': 'Francis Matthias', 'credit_id': '52fe4a3bc3a36847f81c2a4f', 'gender': 2, 'id': 52374, 'name': 'Bruce Davison', 'order': 1}, {'cast_id': 21, 'character': 'Herman Whitey Salvador', 'credit_id': '52fe4a3bc3a36847f81c2a59', 'gender': 0, 'id': 59673, 'name': 'Jeff Daniel Phillips', 'order': 2}]","[{'credit_id': '59493b389251413fbb054f4f', 'department': 'Production', 'gender': 1, 'id': 2325, 'job': 'Casting', 'name': 'Monika Mikkelsen'}, {'credit_id': '52fe4a3bc3a36847f81c2a0f', 'department': 'Directing', 'gender': 2, 'id': 16848, 'job': 'Director', 'name': 'Rob Zombie'}, {'credit_id': '52fe4a3bc3a36847f81c2a2f', 'department': 'Production', 'gender': 2, 'id': 16848, 'job': 'Producer', 'name': 'Rob Zombie'}]"
Housebound,"[{'cast_id': 2, 'character': '', 'credit_id': '52fe4e799251416c91132d17', 'gender': 1, 'id': 1193861, 'name': ""Morgana O'Reilly"", 'order': 0}, {'cast_id': 3, 'character': '', 'credit_id': '52fe4e799251416c91132d1b', 'gender': 0, 'id': 1288797, 'name': 'Rima Te Wiata', 'order': 1}, {'cast_id': 7, 'character': '', 'credit_id': '531ef59692514177bf00871b', 'gender': 0, 'id': 1300289, 'name': 'Glen-Paul Waru', 'order': 2}]","[{'credit_id': '585e8bbdc3a3681a6200f248', 'department': 'Art', 'gender': 1, 'id': 1143876, 'job': 'Art Direction', 'name': 'Haley Williams'}, {'credit_id': '586d7601c3a3683950001afb', 'department': 'Production', 'gender': 0, 'id': 1174074, 'job': 'Producer', 'name': 'Ant Timpson'}, {'credit_id': '53029b9d92514161a2174d42', 'department': 'Camera', 'gender': 0, 'id': 1271977, 'job': 'Director of Photography', 'name': 'Simon Riera'}]"
Wal-Mart: The High Cost of Low Price,"[{'cast_id': 8, 'character': 'Himself - President & CEO of Wal-Mart (archive footage)', 'credit_id': '52fe45ebc3a368484e076801', 'gender': 0, 'id': 104310, 'name': 'Lee Scott', 'order': 0}, {'cast_id': 9, 'character': 'Himself - H&H Hardware Owner', 'credit_id': '52fe45ebc3a368484e076805', 'gender': 0, 'id': 555214, 'name': 'Don Hunter', 'order': 1}, {'cast_id': 10, 'character': 'Himself - Son of Don Hunter', 'credit_id': '52fe45ebc3a368484e076809', 'gender': 0, 'id': 555215, 'name': 'Jon Hunter', 'order': 2}]","[{'credit_id': '52fe45ebc3a368484e0767f7', 'department': 'Sound', 'gender': 2, 'id': 21962, 'job': 'Original Music Composer', 'name': 'John Frizzell'}, {'credit_id': '52fe45ebc3a368484e0767df', 'department': 'Directing', 'gender': 2, 'id': 51521, 'job': 'Director', 'name': 'Robert Greenwald'}, {'credit_id': '52fe45ebc3a368484e0767e5', 'department': 'Production', 'gender': 2, 'id': 51521, 'job': 'Producer', 'name': 'Robert Greenwald'}]"
Fetching Cody,"[{'cast_id': 7, 'character': 'Art', 'credit_id': '52fe4709c3a36847f812036b', 'gender': 2, 'id': 449, 'name': 'Jay Baruchel', 'order': 0}, {'cast_id': 20, 'character': 'Cody Wesson', 'credit_id': '57fb6c7192514144ac007e9f', 'gender': 1, 'id': 62910, 'name': 'Sarah Lind', 'order': 1}, {'cast_id': 9, 'character': 'Harvey', 'credit_id': '52fe4709c3a36847f8120373', 'gender': 2, 'id': 52288, 'name': 'Jim Byrnes', 'order': 2}]","[{'credit_id': '54437c870e0a26633a00461d', 'department': 'Directing', 'gender': 0, 'id': 1375378, 'job': 'Director', 'name': 'David Ray'}, {'credit_id': '54437c9fc3a3683e08004369', 'department': 'Writing', 'gender': 0, 'id': 1375378, 'job': 'Story', 'name': 'David Ray'}]"
Last I Heard,"[{'cast_id': 0, 'character': 'Joe Scoleri', 'credit_id': '5440179cc3a368055100048d', 'gender': 2, 'id': 7004, 'name': 'Paul Sorvino', 'order': 1}, {'cast_id': 1, 'character': 'Ben Rose', 'credit_id': '544017acc3a368055c0004bc', 'gender': 2, 'id': 9046, 'name': 'Chazz Palminteri', 'order': 2}, {'cast_id': 4, 'character': 'Bobby DiBianco', 'credit_id': '5460d3fd0e0a2635380012c5', 'gender': 2, 'id': 4688, 'name': 'Michael Rapaport', 'order': 3}]","[{'credit_id': '57ab05dfc3a36806df000b9e', 'department': 'Directing', 'gender': 2, 'id': 991853, 'job': 'Director', 'name': 'David Rodriguez'}, {'credit_id': '57ab05e49251411182000bad', 'department': 'Writing', 'gender': 2, 'id': 991853, 'job': 'Writer', 'name': 'David Rodriguez'}]"
Closer to the Moon,"[{'cast_id': 3, 'character': 'Alice Bercovich', 'credit_id': '52fe4c2ec3a368484e1ab7b1', 'gender': 1, 'id': 21657, 'name': 'Vera Farmiga', 'order': 0}, {'cast_id': 4, 'character': 'Max Rosenthal', 'credit_id': '52fe4c2ec3a368484e1ab7b5', 'gender': 2, 'id': 2983, 'name': 'Mark Strong', 'order': 1}, {'cast_id': 5, 'character': 'Virgil', 'credit_id': '52fe4c2ec3a368484e1ab7b9', 'gender': 2, 'id': 205258, 'name': 'Harry Lloyd', 'order': 2}]","[{'credit_id': '52fe4c2ec3a368484e1ab7a7', 'department': 'Directing', 'gender': 0, 'id': 55520, 'job': 'Director', 'name': 'Nae Caranfil'}, {'credit_id': '52fe4c2ec3a368484e1ab7ad', 'department': 'Writing', 'gender': 0, 'id': 55520, 'job': 'Writer', 'name': 'Nae Caranfil'}]"
Mutant World,"[{'cast_id': 2, 'character': 'Marcus King', 'credit_id': '5407c0f0c3a36858300003f0', 'gender': 2, 'id': 8335, 'name': 'Kim Coates', 'order': 0}, {'cast_id': 3, 'character': 'Melissa King', 'credit_id': '5407c0f6c3a368581e000407', 'gender': 1, 'id': 1251993, 'name': 'Holly Deveaux', 'order': 1}, {'cast_id': 4, 'character': 'The Preacher', 'credit_id': '5407c0fcc3a36858330003a2', 'gender': 0, 'id': 57172, 'name': 'Ashanti', 'order': 2}]","[{'credit_id': '5407c0dbc3a368582c0003a5', 'department': 'Directing', 'gender': 2, 'id': 52044, 'job': 'Director', 'name': 'David Winning'}, {'credit_id': '5407c0e5c3a368582c0003a7', 'department': 'Writing', 'gender': 0, 'id': 112388, 'job': 'Writer', 'name': 'Matthew Campagna'}, {'credit_id': '5455b620c3a3683e2300101f', 'department': 'Production', 'gender': 0, 'id': 147053, 'job': 'Producer', 'name': 'Michael Frislev'}]"
Growing Up Smith,"[{'cast_id': 4, 'character': 'Smith Bhatnagar', 'credit_id': '582e0ba5c3a368772900beb6', 'gender': 0, 'id': 1513149, 'name': 'Roni Akurati', 'order': 0}, {'cast_id': 2, 'character': 'Amy Brunner', 'credit_id': '582e0b88c3a36879c1005d75', 'gender': 1, 'id': 1367322, 'name': 'Brighton Sharbino', 'order': 1}, {'cast_id': 0, 'character': 'Butch Brunner', 'credit_id': '582e0b5cc3a36879c1005d51', 'gender': 2, 'id': 11662, 'name': 'Jason Lee', 'order': 2}]","[{'credit_id': '582e0bdfc3a368772600b6c1', 'department': 'Directing', 'gender': 0, 'id': 1002001, 'job': 'Director', 'name': 'Frank Lotito'}, {'credit_id': '591eab51c3a3687a8e02e01c', 'department': 'Writing', 'gender': 0, 'id': 1819513, 'job': 'Screenplay', 'name': 'Gregory Scott Houghton'}, {'credit_id': '591eab9b92514149f302f214', 'department': 'Editing', 'gender': 0, 'id': 1819514, 'job': 'Editor', 'name': 'Josh Rathmell'}]"
Checkmate,"[{'cast_id': 0, 'character': 'Elohim', 'credit_id': '55e32d3592514137e3000e81', 'gender': 2, 'id': 2047, 'name': 'Danny Glover', 'order': 1}, {'cast_id': 1, 'character': 'Dyson', 'credit_id': '55e32d4a92514137ec000e22', 'gender': 2, 'id': 1328, 'name': 'Sean Astin', 'order': 2}, {'cast_id': 2, 'character': 'Lu', 'credit_id': '55e32d5792514137e3000e8c', 'gender': 2, 'id': 980, 'name': 'Vinnie Jones', 'order': 3}]","[{'credit_id': '55f914b7925141081500186b', 'department': 'Directing', 'gender': 0, 'id': 1169157, 'job': 'Director', 'name': 'Timothy Woodward Jr.'}, {'credit_id': '55f914c7c3a3686782001a2c', 'department': 'Writing', 'gender': 0, 'id': 1510863, 'job': 'Writer', 'name': 'Calvin Cox Jr.'}, {'credit_id': '59646147c3a3680d590dd89d', 'department': 'Writing', 'gender': 0, 'id': 1510864, 'job': 'Writer', 'name': 'Jennifer Lynch'}]"
#Horror,"[{'cast_id': 0, 'character': ""Alex's 12-Step Friend"", 'credit_id': '545bba84c3a3685358001b80', 'gender': 1, 'id': 343, 'name': 'Taryn Manning', 'order': 1}, {'cast_id': 1, 'character': ""Sam's Mom"", 'credit_id': '545bba8a0e0a261fad0023f6', 'gender': 1, 'id': 10871, 'name': 'Natasha Lyonne', 'order': 2}, {'cast_id': 2, 'character': 'Alex Cox', 'credit_id': '545bba8fc3a36853500018a4', 'gender': 1, 'id': 2838, 'name': 'Chloë Sevigny', 'order': 3}]","[{'credit_id': '545bbac70e0a261fb6002329', 'department': 'Writing', 'gender': 1, 'id': 61111, 'job': 'Screenplay', 'name': 'Tara Subkoff'}, {'credit_id': '545bbabf0e0a261fb9002212', 'department': 'Directing', 'gender': 1, 'id': 61111, 'job': 'Director', 'name': 'Tara Subkoff'}, {'credit_id': '545bbae4c3a36853500018a8', 'department': 'Production', 'gender': 1, 'id': 61111, 'job': 'Producer', 'name': 'Tara Subkoff'}]"
Wind Walkers,"[{'cast_id': 2, 'character': 'Sean Kotz', 'credit_id': '559b0b3d9251413cd500045a', 'gender': 2, 'id': 987572, 'name': 'Zane Holtz', 'order': 1}, {'cast_id': 3, 'character': 'Sonny Childe', 'credit_id': '559b0b5c9251413cd500045f', 'gender': 2, 'id': 83271, 'name': 'Glen Powell', 'order': 2}, {'cast_id': 4, 'character': 'Jake Kingston', 'credit_id': '559b0b7a9251413cc600040c', 'gender': 0, 'id': 84218, 'name': 'Kiowa Gordon', 'order': 3}]","[{'credit_id': '559b0aed9251413ccf000454', 'department': 'Directing', 'gender': 2, 'id': 70076, 'job': 'Director', 'name': 'Russell Friedenberg'}, {'credit_id': '559b0b029251413cd5000453', 'department': 'Writing', 'gender': 2, 'id': 70076, 'job': 'Writer', 'name': 'Russell Friedenberg'}]"
Snow White and the Seven Dwarfs,"[{'cast_id': 14, 'character': 'Snow White (voice)', 'credit_id': '52fe4240c3a36847f800fa65', 'gender': 1, 'id': 5460, 'name': 'Adriana Caselotti', 'order': 0}, {'cast_id': 31, 'character': 'Queen (voice)', 'credit_id': '52fe4240c3a36847f800fab7', 'gender': 1, 'id': 288940, 'name': 'Lucille La Verne', 'order': 1}, {'cast_id': 34, 'character': 'Prince (voice)', 'credit_id': '52fe4240c3a36847f800fac3', 'gender': 2, 'id': 540747, 'name': 'Harry Stockwell', 'order': 2}]","[{'credit_id': '52fe4240c3a36847f800fa21', 'department': 'Production', 'gender': 2, 'id': 2106, 'job': 'Producer', 'name': 'Walt Disney'}, {'credit_id': '52fe4240c3a36847f800fa89', 'department': 'Sound', 'gender': 2, 'id': 2107, 'job': 'Original Music Composer', 'name': 'Paul J. Smith'}, {'credit_id': '52fe4240c3a36847f800fa1b', 'department': 'Directing', 'gender': 2, 'id': 5446, 'job': 'Director', 'name': 'David Hand'}]"
The Holy Girl,"[{'cast_id': 3, 'character': 'Amalia', 'credit_id': '52fe4687c3a36847f810407f', 'gender': 0, 'id': 130752, 'name': 'María Alché', 'order': 0}, {'cast_id': 4, 'character': 'Helena', 'credit_id': '52fe4687c3a36847f8104083', 'gender': 1, 'id': 18499, 'name': 'Mercedes Morán', 'order': 1}, {'cast_id': 5, 'character': 'Dr. Jano', 'credit_id': '52fe4687c3a36847f8104087', 'gender': 0, 'id': 130753, 'name': 'Carlos Belloso', 'order': 2}]","[{'credit_id': '52fe4687c3a36847f810407b', 'department': 'Directing', 'gender': 0, 'id': 56208, 'job': 'Director', 'name': 'Lucrecia Martel'}, {'credit_id': '54f6a4369251416ee4000a8b', 'department': 'Writing', 'gender': 0, 'id': 56208, 'job': 'Screenplay', 'name': 'Lucrecia Martel'}, {'credit_id': '58fb7b0092514163e300f4bf', 'department': 'Camera', 'gender': 2, 'id': 414697, 'job': 'Director of Photography', 'name': 'Félix Monti'}]"
Shalako,"[{'cast_id': 3, 'character': ""Moses Zebulon 'Shalako' Carlin"", 'credit_id': '52fe47029251416c910673c7', 'gender': 2, 'id': 738, 'name': 'Sean Connery', 'order': 0}, {'cast_id': 4, 'character': 'Countess Irina Lazaar', 'credit_id': '52fe47029251416c910673cb', 'gender': 1, 'id': 3783, 'name': 'Brigitte Bardot', 'order': 1}, {'cast_id': 9, 'character': 'Sir Charles Daggett', 'credit_id': '52fe47029251416c910673df', 'gender': 2, 'id': 10018, 'name': 'Jack Hawkins', 'order': 2}]","[{'credit_id': '52fe47029251416c9106740b', 'department': 'Writing', 'gender': 2, 'id': 3347, 'job': 'Screenplay', 'name': 'James Griffith'}, {'credit_id': '52fe47029251416c91067435', 'department': 'Camera', 'gender': 2, 'id': 9867, 'job': 'Director of Photography', 'name': 'Ted Moore'}, {'credit_id': '52fe47039251416c91067447', 'department': 'Production', 'gender': 2, 'id': 12737, 'job': 'Producer', 'name': 'Artur Brauner'}]"
Incident at Loch Ness,"[{'cast_id': 1, 'character': 'Himself', 'credit_id': '52fe4767c3a36847f8133a85', 'gender': 2, 'id': 6818, 'name': 'Werner Herzog', 'order': 0}, {'cast_id': 2, 'character': 'Heerself', 'credit_id': '52fe4767c3a36847f8133a89', 'gender': 0, 'id': 140529, 'name': 'Kitana Baker', 'order': 1}, {'cast_id': 3, 'character': 'Himself', 'credit_id': '52fe4767c3a36847f8133a8d', 'gender': 0, 'id': 140530, 'name': 'Gabriel Beistain', 'order': 2}]","[{'credit_id': '52fe4767c3a36847f8133ac1', 'department': 'Writing', 'gender': 2, 'id': 6818, 'job': 'Writer', 'name': 'Werner Herzog'}, {'credit_id': '52fe4767c3a36847f8133abb', 'department': 'Directing', 'gender': 2, 'id': 11011, 'job': 'Director', 'name': 'Zak Penn'}, {'credit_id': '52fe4767c3a36847f8133ac7', 'department': 'Writing', 'gender': 2, 'id': 11011, 'job': 'Writer', 'name': 'Zak Penn'}]"
The Dog Lover,"[{'cast_id': 4, 'character': 'Sara Gold', 'credit_id': '571a496bc3a368525c0025b5', 'gender': 0, 'id': 1440057, 'name': 'Allison Paige', 'order': 0}, {'cast_id': 1, 'character': 'Daniel Holloway', 'credit_id': '571a494ac3a368526e0022f6', 'gender': 2, 'id': 1736, 'name': 'James Remar', 'order': 1}, {'cast_id': 2, 'character': 'Liz Holloway', 'credit_id': '571a4955925141115f0023e2', 'gender': 1, 'id': 1063, 'name': 'Lea Thompson', 'order': 2}]","[{'credit_id': '58ec10d592514152ac04483f', 'department': 'Writing', 'gender': 2, 'id': 294813, 'job': 'Writer', 'name': 'Ali Afshar'}, {'credit_id': '571a493dc3a368526e0022f3', 'department': 'Directing', 'gender': 0, 'id': 474199, 'job': 'Director', 'name': 'Alex Ranarivelo'}, {'credit_id': '58ec10e8c3a368731a093a2c', 'department': 'Writing', 'gender': 0, 'id': 474199, 'job': 'Writer', 'name': 'Alex Ranarivelo'}]"
